path,label
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/0622893b9926dbe7cbd4b1ed381cb391.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/8825b4bbbb53e3cfa63eaacfc766bcee.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/7464c5506b897111aac477887720eb42.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/8fd22bb51e2eea0235d913a345d52ee2.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/d4ec065095ae5a05be71ca2afd086bcd.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/910aef9c1d00373c2542a5918d2905a9.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/d02c599aa8f1f3cd80138fab6ed0ec44.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/693578299a6cbe50bb20210a5d8a620c.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/6669509e9d6a19628040d028303eb3e8.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/f0abeb4c80d4f0fe83f348b13e6d4a95.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/3dd442c9e0d5f3b33b1854b87570386d.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/d631b3ba35d96f7fd43a14a7f49f8271.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/93aa4e5e3ded3db1434d84e4fde10bd8.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/879cd0d17f420698c4b333448cd1e764.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/c6ce3d80e9b4ffd40c807719b53644d2.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/d47258e258d16cca44c5a81ae1f2e5bc.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/0f2607e7bef54e162296ebd26dd9264e.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/fd8c1b228c75e0838de30bb105bc8857.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/1e7abe5641397ee1345c01ced5d83ae3.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/c14569b9306fc5298455c49ae240bcd6.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/91173c080d6888d0eab504049e0a1a46.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/e4a9a754de88fa66652ba306e7587851.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/5efecdd1c2f35886e2a53e25d6c4c5cb.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/df19dfc09fdf26f7ae37d74a9f83e31e.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/cca1d7f88684a09c1cb079d618bc831c.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/9b916edf76c9678cd45b0663ac498a07.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/297a576923bec32606f7c94e859b4030.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/432b48447016ba6d85cb6a9c0c4082c9.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/0e7a09e9c16ef17c1ac4c1a4f2887704.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/db9e794a7a7f86ffea66818a702ac548.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/f17d5af425ed215e67a0c4b799199f7f.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/28b31602ea4ac7a40531f78cdad2b390.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/ad6f85da1e9415e811d21bbc00c7598e.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/ad0a433541e1a5fe9feb4d83ee285068.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/5ed1fd7796799c23b1b9a356fff93b54.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/27e9bff670caf967c1899c4d45e66eb3.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/cbf2b19fec342f599a17c999da2a4f31.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/d2acc34929734b067b2b93bff1b34d94.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/3a6a0891ca1d840e1d388401b93517ba.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/cc40594e613dfaba9163567586f4e7dd.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/f6911c17ed122af216c9381484ae97b6.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/18c67ebc320f954854d959090f24481e.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/319e5c34307f4155517c3631f7678370.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/8b5459d2fcc9ae35914d715a84216995.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/a083ab492692b6d09576c4d104df5843.jpg,0
/home/apu/Desktop/nature_12K/inaturalist_12K/train/Amphibia/ae93ee20ddc970254cac24a07586a122.jpg,0
